,ORACLE,NUM_STAT,NUM_EXECSTAT,NUM_COND,NUM_EXECCOND,NUM_MODULO,NUM_EXECMODULO,NUM_MULT,NUM_EXECMULT,NUM_DIV,NUM_EXECDIV,NUM_INVOKE,NUM_EXECINVOKE,CLASS_STACK_SIZE,COUNT,TESTNAME,PROJECT,VERSION,FAIL
1181,Time Bug 26 - Strong Oracle,679,1228,45,107,0,0,4,4,2,2,91,127,0,3,org.joda.time.TestDateTime_Basics.testWithFields_RPartial,TIME,26,False
1182,Time Bug 26 - Strong Oracle,219,314,19,27,1,1,0,0,1,1,20,24,0,18,org.joda.time.TestLocalDateTime_Basics.testToDateTime_RI,TIME,26,False
1183,Time Bug 25 - Strong Oracle,1263,6396,81,492,4,20,7,28,5,40,159,590,0,2,org.joda.time.TestDateTime_Properties.testPropertyLeapMonthOfYear,TIME,25,False
1184,Time Bug 25 - Strong Oracle,110,116,11,11,0,0,0,0,0,0,10,10,0,8,org.joda.time.TestMutableDateTime_Properties.testPropertyToIntervalHourOfDay,TIME,25,False
1185,Time Bug 24 - Strong Oracle,95,101,11,11,0,0,0,0,0,0,14,14,0,3,org.joda.time.format.TestDateTimeFormatter.testParseDateTime_zone2,TIME,24,False
1186,Time Bug 22 - Strong Oracle,82,462,8,37,0,0,0,0,0,0,12,57,0,1,org.joda.time.TestMutablePeriod_Basics.testCopy,TIME,22,False
1187,Time Bug 19 - Strong Oracle,681,1453,60,154,1,2,3,4,5,8,78,134,0,1,org.joda.time.format.TestDateTimeFormatterBuilder.test_printParseShortName,TIME,19,False
1188,Time Bug 26 - Strong Oracle,1385,7520,112,834,3,25,5,22,5,39,170,655,0,4,org.joda.time.format.TestISODateTimeFormatParsing.test_weekDate,TIME,26,False
1189,Time Bug 19 - Strong Oracle,231,366,16,28,1,1,0,0,0,0,28,34,0,2,org.joda.time.TestDateMidnight_Properties.testPropertyToIntervalYear,TIME,19,False
1190,Time Bug 25 - Strong Oracle,1329,12579,96,1093,6,91,4,47,6,87,162,1054,0,1,org.joda.time.TestDateMidnight_Properties.testPropertyAddLongMonthOfYear,TIME,25,False
1191,Time Bug 25 - Strong Oracle,445,1430,33,145,0,0,1,3,1,3,48,97,0,6,org.joda.time.TestPeriod_Constructors.testConstructor_RI_RI_PeriodType3,TIME,25,False
1192,Time Bug 26 - Strong Oracle,1589,7366,153,738,1,1,2,22,1,1,195,1076,0,14,org.joda.time.chrono.TestBuddhistChronology.testDurationFields,TIME,26,False
1193,Time Bug 26 - Strong Oracle,565,1544,33,129,1,4,4,8,0,0,81,173,0,2,org.joda.time.TestDateTime_Properties.testPropertyToIntervalMonthOfYear,TIME,26,False
1194,Time Bug 25 - Strong Oracle,1658,8821,151,731,0,0,1,2,0,0,211,1247,0,2,org.joda.time.TestInterval_Constructors.testConstructor_long_long_Zone,TIME,25,False
1195,Time Bug 25 - Strong Oracle,443,1725,19,87,2,6,0,0,1,5,72,215,0,1,org.joda.time.TestDateMidnight_Properties.testPropertyGetYearOfCentury,TIME,25,False
1196,Time Bug 22 - Strong Oracle,194,775,12,76,0,0,0,0,0,0,34,70,0,2,org.joda.time.TestMutablePeriod_Updates.testAdd_RP1,TIME,22,False
1197,Time Bug 26 - Strong Oracle,135,178,11,15,0,0,0,0,0,0,13,15,0,1,org.joda.time.TestDateMidnight_Constructors.testConstructor_nullObject,TIME,26,False
1198,Time Bug 25 - Strong Oracle,224,328,17,34,0,0,2,2,1,1,16,21,0,2,org.joda.time.TestMutableInterval_Constructors.testConstructor_RP_RI1,TIME,25,False
1199,Time Bug 25 - Strong Oracle,984,4372,78,469,3,20,4,6,5,23,131,434,0,1,org.joda.time.TestDateTime_Properties.testPropertySetDayOfMonth,TIME,25,False
1200,Time Bug 25 - Strong Oracle,855,1894,80,209,4,7,2,2,5,10,90,170,0,3,org.joda.time.TestMutableDateTime_Basics.testRounding5,TIME,25,False
1201,Time Bug 26 - Strong Oracle,355,821,25,67,0,0,0,0,2,4,45,72,0,1,org.joda.time.TestDateMidnight_Constructors.testConstructor,TIME,26,False
1202,Time Bug 25 - Strong Oracle,137,151,10,11,0,0,0,0,0,0,14,15,0,2,org.joda.time.TestInterval_Constructors.testConstructor_RI_RI1,TIME,25,False
1203,Time Bug 26 - Strong Oracle,763,1790,68,190,2,5,3,6,5,10,89,164,0,1,org.joda.time.TestDateTimeZoneCutover.testWithMillisOfSecondInDstChange_Paris_summer,TIME,26,True
1204,Time Bug 25 - Strong Oracle,294,355,20,26,0,0,1,1,0,0,36,42,0,1,org.joda.time.TestMutableInterval_Constructors.testConstructor_RI_RD1,TIME,25,False
1205,Time Bug 26 - Strong Oracle,688,3007,67,363,3,14,3,5,5,18,73,278,0,4,org.joda.time.TestDateMidnight_Properties.testPropertyWithMaximumValueDayOfMonth,TIME,26,False
1206,Time Bug 26 - Strong Oracle,219,314,19,27,1,1,0,0,1,1,20,24,0,28,org.joda.time.TestDateTime_Basics.testWithDurationAdded_RP_int,TIME,26,False
1207,Time Bug 25 - Strong Oracle,1282,4153,108,499,4,18,3,6,4,11,150,368,0,1,org.joda.time.format.TestDateTimeFormatter.testParseDateTime_simple,TIME,25,False
1208,Time Bug 24 - Strong Oracle,220,270,25,34,0,0,2,2,2,2,29,34,0,1,org.joda.time.TestStringConvert.testLocalDateTime,TIME,24,False
1209,Time Bug 24 - Strong Oracle,451,564,51,70,0,0,2,2,2,2,57,68,0,4,org.joda.time.format.TestDateTimeFormatter.testParseLocalDateTime_simple,TIME,24,False
1210,Time Bug 24 - Strong Oracle,123,152,16,23,0,0,2,2,2,2,13,15,0,2,org.joda.time.TestDateTimeZone.testSerialization2,TIME,24,False
1211,Time Bug 25 - Strong Oracle,2697,17641,226,1451,4,30,5,38,6,64,340,2025,0,1,org.joda.time.TestMonthDay_Constructors.testConstructor_DateTimeZone,TIME,25,False
1212,Time Bug 19 - Strong Oracle,1516,23784,113,2000,5,118,4,88,6,166,212,2061,0,1,org.joda.time.TestLocalDate_Basics.testToDateTime_nullRI,TIME,19,False
1213,Time Bug 10 - Strong Oracle,20,20,0,0,0,0,0,0,0,0,3,3,0,1,org.joda.time.TestMonths.testFactory_monthsBetween_RPartial_LocalDate,TIME,10,False
1214,Time Bug 24 - Strong Oracle,256,306,30,38,0,0,2,2,2,2,36,40,0,1,org.joda.time.TestStringConvert.testDateTime,TIME,24,False
1215,Time Bug 25 - Strong Oracle,152,155,12,12,0,0,0,0,0,0,18,18,0,2,org.joda.time.TestMutableInterval_Constructors.testConstructor_long_long3,TIME,25,False
1216,Time Bug 25 - Strong Oracle,1103,12464,94,1207,5,69,6,51,8,106,125,1085,0,1,org.joda.time.TestDateTime_Properties.testPropertyAddWrapFieldWeekOfWeekyear,TIME,25,False
1217,Time Bug 25 - Strong Oracle,735,35872,45,2646,2,194,5,52,1,192,106,3615,0,3,org.joda.time.format.TestTextFields.testHalfdayNames,TIME,25,False
1218,Time Bug 4 - Strong Oracle,464,854,26,70,0,0,4,4,0,0,68,115,0,3,org.joda.time.TestLocalDateTime_Basics.testCompareTo,TIME,4,False
1219,Time Bug 24 - Strong Oracle,554,8357,56,1126,0,0,0,0,0,0,71,780,0,3,org.joda.time.format.TestISODateTimeFormatParsing.test_weekDateTimeNoMillis,TIME,24,False
1220,Time Bug 24 - Strong Oracle,210,267,24,35,0,0,2,2,2,2,28,33,0,1,org.joda.time.format.TestDateTimeFormatter.testParseLocalDateTime_monthDay_withDefaultYear_feb29,TIME,24,False
1221,Time Bug 4 - Strong Oracle,451,827,28,66,0,0,1,1,0,0,69,116,0,3,org.joda.time.TestLocalDate_Basics.testCompareTo,TIME,4,False
1222,Time Bug 25 - Strong Oracle,911,5714,73,617,3,14,4,9,5,37,114,561,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_addWrapFieldDay_Gaza,TIME,25,False
1223,Time Bug 24 - Strong Oracle,1219,8835,85,709,4,34,6,38,7,67,155,773,0,1,org.joda.time.TestDateTime_Constructors.testConstructor_ObjectString2,TIME,24,False
1224,Time Bug 12 - Strong Oracle 1,1161,6851,84,708,6,42,8,16,6,42,167,728,0,1,org.joda.time.TestLocalDateTime_Constructors.testFactory_fromCalendarFields_beforeYearZero1,TIME,12,True
1225,Time Bug 25 - Strong Oracle,63,63,5,5,0,0,0,0,0,0,4,4,0,2,org.joda.time.convert.TestStringConverter.testGetInstantMillis_Object,TIME,25,False
1226,Time Bug 26 - Strong Oracle,989,3782,83,400,3,16,3,3,6,20,132,389,0,1,org.joda.time.TestDateTime_Properties.testPropertySetDayOfYear,TIME,26,False
1227,Time Bug 25 - Strong Oracle,256,405,15,23,0,0,0,0,0,0,37,44,0,1,org.joda.time.TestPeriod_Constructors.testConstructor_RI_RD_PeriodType2,TIME,25,False
1228,Time Bug 26 - Strong Oracle,118,167,12,16,0,0,0,0,0,0,11,13,0,5,org.joda.time.TestDateMidnight_Basics.testWithFieldAdded1,TIME,26,False
1229,Time Bug 22 - Strong Oracle,1202,8037,84,656,4,30,7,39,7,60,135,693,0,1,org.joda.time.TestMutableInterval_Updates.testSetPeriodAfterStart_RI1,TIME,22,False
1230,Time Bug 24 - Strong Oracle,61,61,5,5,0,0,0,0,0,0,9,9,0,1,org.joda.time.format.TestDateTimeFormat.testFormatParse_textAdjoiningMonthDOW_UK,TIME,24,False
1231,Time Bug 25 - Strong Oracle,915,2070,86,241,3,6,5,5,8,13,102,186,0,1,org.joda.time.TestMutableDateTime_Sets.testSetDayOfWeek_int1,TIME,25,False
1232,Time Bug 25 - Strong Oracle,839,1821,74,201,3,7,4,4,6,10,93,167,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertyAddLongDayOfWeek,TIME,25,False
1233,Time Bug 25 - Strong Oracle,128,128,10,10,0,0,0,0,0,0,12,12,0,1,org.joda.time.TestDateTime_Constructors.testConstructor_int_int_int_int_int_int_nullDateTimeZone,TIME,25,False
1234,Time Bug 19 - Strong Oracle,199,212,18,18,0,0,0,0,0,0,28,30,0,2,org.joda.time.TestInstant_Constructors.testParse_noFormatter,TIME,19,False
1235,Time Bug 24 - Strong Oracle,418,834,29,64,2,6,5,7,4,8,40,70,0,2,org.joda.time.TestDateTimeComparator.testListYOYY,TIME,24,False
1236,Time Bug 24 - Strong Oracle,16,16,3,3,0,0,0,0,0,0,1,1,0,6,org.joda.time.format.TestISODateTimeFormatParsing.test_localTimeParser,TIME,24,False
1237,Time Bug 24 - Strong Oracle,301,401,30,38,0,0,0,0,0,0,19,22,0,787,org.joda.time.tz.TestCompiler.testCompile,TIME,24,False
1238,Time Bug 21 - Strong Oracle,152,181,17,24,0,0,2,2,2,2,16,18,0,1,org.joda.time.format.TestDateTimeFormatStyle.testForStyle_shortFullDateTime,TIME,21,False
1239,Time Bug 24 - Strong Oracle,443,1266,27,120,1,8,1,1,2,8,68,127,0,1,org.joda.time.TestLocalDate_Constructors.testConstructor_ObjectString3,TIME,24,False
1240,Time Bug 24 - Strong Oracle,82,82,6,6,0,0,0,0,0,0,18,18,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_parse_Gaza,TIME,24,False
1241,Time Bug 25 - Strong Oracle,333,1052,19,75,0,0,1,2,1,2,42,87,0,6,org.joda.time.TestMutablePeriod_Updates.testSetPeriod_long_long_NoMinutes,TIME,25,False
1242,Time Bug 25 - Strong Oracle,339,1327,19,96,0,0,1,3,1,3,43,108,0,5,org.joda.time.TestMutablePeriod_Updates.testSetPeriod_long_long_NoDays,TIME,25,False
1243,Time Bug 25 - Strong Oracle,343,1357,19,99,0,0,1,3,1,3,43,109,0,6,org.joda.time.TestMutablePeriod_Updates.testSetPeriod_long_long2,TIME,25,False
1244,Time Bug 25 - Strong Oracle,872,2409,74,267,4,14,3,3,5,14,104,217,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertyAddWrapFieldDayOfMonth,TIME,25,False
1245,Time Bug 22 - Strong Oracle,192,346,14,37,0,0,1,1,0,0,28,36,0,1,org.joda.time.TestPeriod_Basics.testToDurationFrom,TIME,22,False
1246,Time Bug 24 - Strong Oracle,345,788,26,71,1,3,0,0,2,4,36,67,0,1,org.joda.time.TestYearMonthDay_Constructors.testConstructor_ObjectString2,TIME,24,False
1247,Time Bug 24 - Strong Oracle,616,1300,57,148,0,0,0,0,0,0,67,112,0,1,org.joda.time.TestDateTimeComparator.testInvalidObj,TIME,24,False
1248,Time Bug 24 - Strong Oracle,674,1061,53,91,1,1,2,2,3,4,113,154,0,1,org.joda.time.TestYearMonth_Constructors.testParse_formatter,TIME,24,False
1249,Time Bug 24 - Strong Oracle,396,1130,26,85,1,4,0,0,3,8,61,107,0,1,org.joda.time.convert.TestStringConverter.testGetDateTime5,TIME,24,False
1250,Time Bug 25 - Strong Oracle,110,116,11,11,0,0,0,0,0,0,10,10,0,2,org.joda.time.TestMutableDateTime_Properties.testPropertyToIntervalYearOfEra,TIME,25,False
1251,Time Bug 26 - Strong Oracle,117,166,12,16,0,0,0,0,0,0,11,13,0,2,org.joda.time.TestLocalDate_Basics.testToDateMidnight,TIME,26,False
1252,Time Bug 25 - Strong Oracle,385,1495,17,73,0,0,0,0,2,10,67,200,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertyGetCenturyOfEra,TIME,25,False
1253,Time Bug 25 - Strong Oracle,344,1343,20,97,0,0,1,3,1,3,42,108,0,6,org.joda.time.TestPeriod_Constructors.testConstructor_long_long_PeriodType1,TIME,25,False
1254,Time Bug 24 - Strong Oracle,484,1049,36,92,1,3,0,0,2,4,47,84,0,1,org.joda.time.TestYearMonthDay_Constructors.testConstructor_ObjectString1,TIME,24,False
1255,Time Bug 19 - Strong Oracle,1410,24278,108,5265,4,22,7,27,8,48,171,593,0,1,org.joda.time.format.TestDateTimeFormatterBuilder.test_printParseLongName,TIME,19,False
1256,Time Bug 24 - Strong Oracle,888,3562,85,415,2,8,5,16,7,22,98,323,0,1,org.joda.time.TestDateTimeZoneCutover.testPlusMillisInDstChange,TIME,24,False
1257,Time Bug 24 - Strong Oracle,280,386,27,45,1,1,2,2,2,2,40,51,0,1,org.joda.time.format.TestDateTimeFormatter.testParseLocalDate_year_month_week_2015,TIME,24,False
1258,Time Bug 24 - Strong Oracle,280,386,27,45,1,1,2,2,2,2,40,51,0,1,org.joda.time.format.TestDateTimeFormatter.testParseLocalDate_yearOfCentury,TIME,24,False
1259,Time Bug 26 - Strong Oracle,565,2163,33,184,1,6,4,12,0,0,81,239,0,2,org.joda.time.TestMutableDateTime_Properties.testPropertyToIntervalMonthOfYear,TIME,26,False
1260,Time Bug 26 - Strong Oracle,759,1176,46,92,0,0,2,2,1,1,93,119,0,3,org.joda.time.TestLocalDate_Basics.testToInterval_nullZone,TIME,26,False
1261,Time Bug 5 - Strong Oracle,66,73,4,5,0,0,0,0,0,0,10,10,0,1,org.joda.time.TestPeriod_Basics.testNormalizedStandard_periodType_months2,TIME,5,True
1262,Time Bug 19 - Strong Oracle,157,165,12,12,0,0,0,0,0,0,20,20,0,2,org.joda.time.TestDateTime_Properties.testPropertyToIntervalYearOfEra,TIME,19,False
1263,Time Bug 26 - Strong Oracle,723,1618,67,186,3,7,3,3,5,9,84,154,0,7,org.joda.time.TestDateTime_Properties.testPropertyAddWrapFieldDayOfMonth,TIME,26,False
1264,Time Bug 26 - Strong Oracle,173,245,11,16,0,0,0,0,0,0,24,28,0,1,org.joda.time.TestDateMidnight_Basics.testToDateTimeISO,TIME,26,False
1265,Time Bug 26 - Strong Oracle,178,270,12,18,0,0,0,0,0,0,24,32,0,1,org.joda.time.TestDateMidnight_Basics.testToDateTime,TIME,26,False
1266,Time Bug 25 - Strong Oracle,859,3282,74,379,3,14,4,6,6,19,100,309,0,1,org.joda.time.TestDateTime_Properties.testPropertyAddLongDayOfWeek,TIME,25,False
1267,Time Bug 10 - Strong Oracle,33,33,0,0,0,0,0,0,0,0,6,6,0,1,org.joda.time.TestWeeks.testFactory_weeksBetween_RPartial,TIME,10,False
1268,Time Bug 26 - Strong Oracle,763,1746,68,191,2,5,3,4,5,10,88,161,0,1,org.joda.time.TestDateTimeZoneCutover.testWithMillisOfSecondInDstChange_NewYork_winter,TIME,26,True
1269,Time Bug 25 - Strong Oracle,879,1848,85,222,2,4,6,6,7,11,92,166,0,1,org.joda.time.TestMutableDateTime_Adds.testAddMinutes_int1,TIME,25,False
1270,Time Bug 26 - Strong Oracle,145,197,16,20,0,0,0,0,0,0,13,15,0,18,org.joda.time.TestDateMidnight_Basics.testPlusWeeks_int,TIME,26,False
1271,Time Bug 26 - Strong Oracle,80,89,8,8,0,0,0,0,0,0,9,9,0,2,org.joda.time.TestStringConvert.testDateMidnight,TIME,26,False
1272,Time Bug 26 - Strong Oracle,667,1445,34,104,1,2,5,5,3,8,96,151,0,3,org.joda.time.TestLocalDate_Basics.testToDateTime_nullLocalTime_Zone,TIME,26,False
1273,Time Bug 26 - Strong Oracle,90,133,7,11,0,0,0,0,0,0,7,9,0,1,org.joda.time.TestDateMidnight_Basics.testWithField2,TIME,26,False
1274,Time Bug 26 - Strong Oracle,717,1721,66,193,2,4,2,2,5,11,86,169,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_withDay_Turk,TIME,26,False
1275,Time Bug 26 - Strong Oracle,1975,11632,209,1327,2,5,4,4,7,12,295,1228,0,2,org.joda.time.TestPartial_Basics.testToDateTime_nullRI,TIME,26,False
1276,Time Bug 25 - Strong Oracle,299,431,27,47,0,0,2,2,1,1,28,34,0,2,org.joda.time.TestInterval_Basics.testWithPeriodBeforeEnd1,TIME,25,False
1277,Time Bug 25 - Strong Oracle,917,2069,86,238,2,6,6,6,7,13,101,184,0,1,org.joda.time.TestMutableDateTime_Sets.testSetHourOfDay_int1,TIME,25,False
1278,Time Bug 3 - Strong Oracle,1308,4257,107,394,5,14,7,17,7,27,148,375,0,1,org.joda.time.TestMutableDateTime_Adds.testAddYears_int_dstOverlapSummer_addZero,TIME,3,False
1279,Time Bug 26 - Strong Oracle,1653,7198,156,720,1,1,0,0,1,1,208,1069,0,7,org.joda.time.chrono.TestBuddhistChronology.testToString,TIME,26,False
1280,Time Bug 25 - Strong Oracle,1600,12144,130,1041,5,44,7,50,8,89,184,1057,0,1,org.joda.time.TestMutableDateTime_Adds.testAddWeeks_int1,TIME,25,False
1281,Time Bug 25 - Strong Oracle,110,116,11,11,0,0,0,0,0,0,10,10,0,2,org.joda.time.TestYearMonthDay_Basics.testToDateTime_nullTOD_Zone,TIME,25,False
1282,Time Bug 19 - Strong Oracle,1418,5993,87,471,4,22,7,22,6,40,210,542,0,1,org.joda.time.TestMutableDateTime_Sets.testSetTime_Object3,TIME,19,False
1283,Time Bug 25 - Strong Oracle,344,459,30,45,0,0,2,2,1,1,39,44,0,8,org.joda.time.TestMutableInterval_Constructors.testParse_noFormatter,TIME,25,False
1284,Time Bug 26 - Strong Oracle,1630,9917,153,1110,2,5,5,5,7,12,230,1022,0,1,org.joda.time.TestMutableDateTime_Sets.testSetMinuteOfHour_int1,TIME,26,False
1285,Time Bug 25 - Strong Oracle,817,1802,71,198,3,7,4,4,5,9,92,166,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertyAddDayOfMonth,TIME,25,False
1286,Time Bug 24 - Strong Oracle,60,60,5,5,0,0,0,0,0,0,9,9,0,2,org.joda.time.format.TestDateTimeFormatter.testPrinterParserMethods,TIME,24,False
1287,Time Bug 25 - Strong Oracle,141,147,13,13,0,0,0,0,0,0,17,17,0,2,org.joda.time.format.TestDateTimeFormatStyle.testForStyle_shortDateTime,TIME,25,False
1288,Time Bug 25 - Strong Oracle,346,1325,21,100,0,0,1,3,1,3,42,105,0,3,org.joda.time.TestMutablePeriod_Constructors.testConstructor_RI_RI_PeriodType2,TIME,25,False
1289,Time Bug 24 - Strong Oracle,707,1186,58,111,1,1,2,2,4,5,109,152,0,4,org.joda.time.TestMonthDay_Constructors.testParse_noFormatter,TIME,24,False
1290,Time Bug 4 - Strong Oracle,791,1412,73,126,0,0,1,1,0,0,125,191,0,1,org.joda.time.TestPartial_Basics.testToString4,TIME,4,False
1291,Time Bug 25 - Strong Oracle,1984,22937,139,2323,7,77,3,34,5,81,250,1985,0,2,org.joda.time.format.TestDateTimeFormatter.testParseMutableDateTime_chrono,TIME,25,False
1292,Time Bug 24 - Strong Oracle,693,3656,65,448,0,0,2,4,3,5,90,380,0,4,org.joda.time.format.TestISODateTimeFormatParsing.test_hourMinuteSecondMillis,TIME,24,False
1293,Time Bug 22 - Strong Oracle,1966,25743,145,2137,5,97,5,103,7,168,243,2186,0,1,org.joda.time.TestMutablePeriod_Updates.testAdd_RInterval2,TIME,22,False
1294,Time Bug 25 - Strong Oracle,900,2514,49,197,2,3,4,9,2,4,128,258,0,1,org.joda.time.TestDateTime_Properties.testPropertyToIntervalYearOfCentury,TIME,25,False
1295,Time Bug 22 - Strong Oracle,817,29377,93,4476,2,12,1,12,2,12,90,1765,0,1,org.joda.time.format.TestISOPeriodFormat.testFormatAlternateExtendedWithWeeks,TIME,22,False
1296,Time Bug 21 - Strong Oracle,151,180,17,24,0,0,2,2,2,2,16,18,0,1,org.joda.time.format.TestDateTimeFormatterBuilder.test_printParseShortNameWithLookup,TIME,21,False
1297,Time Bug 25 - Strong Oracle,339,1327,19,96,0,0,1,3,1,3,43,108,0,5,org.joda.time.TestMutablePeriod_Updates.testSetPeriod_long_long_NoYears,TIME,25,False
1298,Time Bug 26 - Strong Oracle,950,3956,78,435,3,18,3,5,5,21,128,398,0,1,org.joda.time.TestDateTime_Properties.testPropertySetDayOfMonth,TIME,26,False
1299,Time Bug 25 - Strong Oracle,350,1367,21,101,0,0,1,3,1,3,42,108,0,5,org.joda.time.TestMutablePeriod_Constructors.testConstructor_RI_RI4,TIME,25,False
1300,Time Bug 26 - Strong Oracle,134,180,8,12,0,0,0,0,0,0,18,20,0,3,org.joda.time.TestDateMidnight_Basics.testToCalendar_Locale,TIME,26,False
1301,Time Bug 25 - Strong Oracle,344,1343,20,97,0,0,1,3,1,3,42,108,0,6,org.joda.time.TestPeriod_Constructors.testConstructor_long_long2,TIME,25,False
1302,Time Bug 26 - Strong Oracle,147,205,16,21,0,0,0,0,0,0,13,15,0,10,org.joda.time.TestDateMidnight_Basics.testWithDurationAdded_RD_int,TIME,26,False
1303,Time Bug 25 - Strong Oracle,445,1973,11,84,1,5,0,0,1,5,94,280,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertyGetDayOfWeek,TIME,25,False
1304,Time Bug 26 - Strong Oracle,734,1653,66,187,2,4,3,3,5,9,85,157,0,1,org.joda.time.TestDateTimeZoneCutover.test_DateTime_roundCeiling_day_NewYork_Autumn_postCutover,TIME,26,False
1305,Time Bug 24 - Strong Oracle,208,656,17,58,2,8,0,0,0,0,27,74,0,4,org.joda.time.TestDateTimeComparator.testMinute,TIME,24,False
1306,Time Bug 14 - Strong Oracle,816,2137,64,194,2,3,2,3,3,11,111,217,0,1,org.joda.time.TestMonthDay_Basics.testPlusMonths_int_endOfMonthAdjust,TIME,14,False
1307,Time Bug 25 - Strong Oracle,141,147,13,13,0,0,0,0,0,0,17,17,0,6,org.joda.time.format.TestDateTimeFormatter.testParseDateTime_zone3,TIME,25,False
1308,Time Bug 25 - Strong Oracle,1196,8974,84,729,5,32,4,36,6,66,150,804,0,1,org.joda.time.TestLocalDate_Constructors.testConstructor_DateTimeZone,TIME,25,False
1309,Time Bug 24 - Strong Oracle,1129,5214,82,454,5,40,4,17,6,37,146,445,0,1,org.joda.time.convert.TestStringConverter.testGetDateTime6,TIME,24,False
1310,Time Bug 24 - Strong Oracle,252,674,11,37,1,10,1,4,1,10,43,85,0,1,org.joda.time.TestLocalTime_Constructors.testConstructor_ObjectString_DateTimeZoneNewYork,TIME,24,False
1311,Time Bug 19 - Strong Oracle,763,4687,45,371,1,4,2,6,3,20,106,405,0,1,org.joda.time.TestYearMonthDay_Basics.testToDateTime_RI,TIME,19,False
1312,Time Bug 19 - Strong Oracle,955,2650,71,253,4,13,2,2,3,10,129,273,0,1,org.joda.time.TestDateTime_Properties.testPropertySetMonthOfYear,TIME,19,False
1313,Time Bug 13 - Strong Oracle 1,570,4248,63,773,1,1,1,5,2,4,72,263,0,4,org.joda.time.format.TestPeriodFormatterBuilder.testFormatSecondsWithMillis,TIME,13,False
1314,Time Bug 26 - Strong Oracle,436,4766,27,262,1,14,3,18,2,28,71,632,0,2,org.joda.time.TestDateMidnight_Properties.testPropertyEqualsHashCodeLenient,TIME,26,False
1315,Time Bug 25 - Strong Oracle,204,215,17,17,0,0,0,0,0,0,27,27,0,4,org.joda.time.convert.TestStringConverter.testSetIntoInterval_Object_Chronology3,TIME,25,False
1316,Time Bug 24 - Strong Oracle,440,1254,26,116,1,8,1,1,2,8,68,127,0,1,org.joda.time.TestLocalDate_Constructors.testConstructor_ObjectString1,TIME,24,False
1317,Time Bug 24 - Strong Oracle,301,839,21,65,1,4,0,0,1,4,30,68,0,1,org.joda.time.TestTimeOfDay_Constructors.testConstructor_ObjectString3,TIME,24,False
1318,Time Bug 24 - Strong Oracle,17,17,3,3,0,0,0,0,0,0,1,1,0,1,org.joda.time.convert.TestStringConverter.testGetInstantMillis_Object_Chronology,TIME,24,False
1319,Time Bug 25 - Strong Oracle,277,660,23,58,1,2,0,0,0,0,34,57,0,2,org.joda.time.TestDateMidnight_Basics.testWithFields_RPartial,TIME,25,False
1320,Time Bug 21 - Strong Oracle,152,181,17,24,0,0,2,2,2,2,16,18,0,1,org.joda.time.format.TestDateTimeFormatStyle.testForStyle_longDateTime,TIME,21,False
1321,Time Bug 25 - Strong Oracle,485,2398,19,131,1,10,2,10,3,20,79,261,0,1,org.joda.time.TestMutableDateTime_Properties.testPropertyGetWeekOfWeekyear,TIME,25,False
1322,Time Bug 26 - Strong Oracle,2247,15940,178,1455,1,1,1,2,1,1,304,2304,0,7,org.joda.time.TestDateTimeUtils.testGetIntervalChronology_RInterval,TIME,26,False
1323,Time Bug 4 - Strong Oracle,933,2679,105,282,0,0,1,4,0,0,131,300,0,1,org.joda.time.TestPartial_Basics.testWith3b,TIME,4,False
1324,Time Bug 26 - Strong Oracle,274,415,18,32,0,0,1,1,0,0,33,43,0,1,org.joda.time.TestInterval_Constructors.testConstructor_RI_RD4,TIME,26,False
1325,Time Bug 25 - Strong Oracle,67,73,7,7,0,0,0,0,0,0,8,8,0,1,org.joda.time.TestLocalDate_Basics.testToDateTimeAtStartOfDay_Zone_avoidDST,TIME,25,False
1326,Time Bug 26 - Strong Oracle,321,442,24,34,1,1,0,0,2,2,39,44,0,6,org.joda.time.TestLocalDate_Basics.testToDateTimeAtCurrentTime,TIME,26,False
1327,Time Bug 24 - Strong Oracle,141,201,18,27,0,0,2,2,2,2,15,19,0,1,org.joda.time.TestDateTimeZone.testGetOffsetFixed,TIME,24,False
1328,Time Bug 4 - Strong Oracle,229,508,18,40,0,0,0,0,0,0,36,74,0,3,org.joda.time.TestDateTimeUtils.testIsContiguous_RP_GJChronology,TIME,4,False
1329,Time Bug 25 - Strong Oracle,591,4257,35,310,1,16,1,8,1,16,96,422,0,1,org.joda.time.TestTimeOfDay_Basics.testToDateTimeToday,TIME,25,False
1330,Time Bug 26 - Strong Oracle,1116,5543,72,431,4,20,4,22,5,39,140,520,0,4,org.joda.time.TestDateTime_Properties.testPropertyAddWrapFieldYear,TIME,26,False
1331,Time Bug 24 - Strong Oracle,720,1220,62,122,3,7,2,2,4,5,109,152,0,1,org.joda.time.TestStringConvert.testMonthDay,TIME,24,False
1332,Time Bug 25 - Strong Oracle,371,538,34,63,0,0,0,0,0,0,35,43,0,2,org.joda.time.TestMutableInterval_Constructors.testConstructor_Object2,TIME,25,False
